ticker,index_ticker,comment
7011.T,N225,Machinery
9301.T,N225,Warehousing & Harbor Transportation Services
5711.T,N225,Nonferrous Metal
7211.T,N225,Transportation Equipment
8306.T,N225,Banks
4183.T,N225,Chemicals
7003.T,N225,Transportation Equipment
8801.T,N225,Real Estate ex REIT
8031.T,N225,Wholesale Trade
5706.T,N225,Nonferrous Metal
9104.T,N225,Marine Transportation
8411.T,N225,Banks
8725.T,N225,Insurance
6701.T,N225,Electric Appliances
5333.T,N225,Glass & Ceramics Products
2282.T,N225,Foods
2871.T,N225,Foods
7731.T,N225,Precision Instruments
5214.T,N225,Glass & Ceramics Products
9062.T,N225,Land Transportation
4272.T,N225,Chemicals
5703.T,N225,Nonferrous Metal
3863.T,N225,Pulp & Paper
5202.T,N225,Glass & Ceramics Products
5401.T,N225,Iron & Steel
1332.T,N225,"Fishery, Agriculture & Forestry"
9432.T,N225,Information & Communication
9101.T,N225,Marine Transportation
4021.T,N225,Chemicals
7201.T,N225,Transportation Equipment
2002.T,N225,Foods
3105.T,N225,Electric Appliances
6988.T,N225,Chemicals
8604.T,N225,Securities
6471.T,N225,Machinery
6472.T,N225,Machinery
9613.T,N225,Information & Communication
9437.T,N225,Information & Communication
1802.T,N225,Construction
9007.T,N225,Land Transportation
3861.T,N225,Pulp & Paper
6703.T,N225,Electric Appliances
6103.T,N225,Machinery
7733.T,N225,Precision Instruments
6645.T,N225,Electric Appliances
9532.T,N225,Electric Power & Gas
4578.T,N225,Pharmaceutical
5541.T,N225,Iron & Steel
6752.T,N225,Electric Appliances
4755.T,N225,Services
6098.T,N225,Services
8308.T,N225,Banks
7752.T,N225,Electric Appliances
2501.T,N225,Foods
7735.T,N225,Electric Appliances
9735.T,N225,Services
6724.T,N225,Electric Appliances
1928.T,N225,Construction
3382.T,N225,Retail Trade
1803.T,N225,Construction
4063.T,N225,Chemicals
8303.T,N225,Banks
4507.T,N225,Pharmaceutical
4911.T,N225,Chemicals
8355.T,N225,Banks
4004.T,N225,Chemicals
9412.T,N225,Information & Communication
9984.T,N225,Information & Communication
2768.T,N225,Wholesale Trade
8630.T,N225,Insurance
6758.T,N225,Electric Appliances
8729.T,N225,Insurance
7270.T,N225,Transportation Equipment
3436.T,N225,Metal Products
4005.T,N225,Chemicals
8053.T,N225,Wholesale Trade
5802.T,N225,Nonferrous Metal
6302.T,N225,Machinery
5713.T,N225,Nonferrous Metal
8316.T,N225,Banks
8309.T,N225,Banks
5232.T,N225,Glass & Ceramics Products
8830.T,N225,Real Estate ex REIT
7269.T,N225,Transportation Equipment
8795.T,N225,Insurance
5233.T,N225,Glass & Ceramics Products
1801.T,N225,Construction
6976.T,N225,Electric Appliances
2531.T,N225,Foods
8233.T,N225,Retail Trade
4502.T,N225,Pharmaceutical
6762.T,N225,Electric Appliances
3401.T,N225,Textiles & Apparel
4543.T,N225,Precision Instruments
9001.T,N225,Land Transportation
9602.T,N225,Information & Communication
5707.T,N225,Nonferrous Metal
5301.T,N225,Glass & Ceramics Products
8766.T,N225,Insurance
4043.T,N225,Chemicals
9501.T,N225,Electric Power & Gas
8035.T,N225,Electric Appliances
9531.T,N225,Electric Power & Gas
8804.T,N225,Real Estate ex REIT
9005.T,N225,Land Transportation
3289.T,N225,Real Estate ex REIT
7911.T,N225,Other Products
3402.T,N225,Textiles & Apparel
4042.T,N225,Chemicals
5332.T,N225,Glass & Ceramics Products
5901.T,N225,Metal Products
3101.T,N225,Textiles & Apparel
7203.T,N225,Transportation Equipment
8015.T,N225,Wholesale Trade
4704.T,N225,Information & Communication
4208.T,N225,Chemicals
3103.T,N225,Textiles & Apparel
9021.T,N225,Land Transportation
7951.T,N225,Other Products
7272.T,N225,Transportation Equipment
9064.T,N225,Land Transportation
6506.T,N225,Electric Appliances
6841.T,N225,Electric Appliances
5101.T,N225,Rubber Products
4689.T,N225,Information & Communication
