ticker,index_ticker,comment
VZ,Dow Jones,Import all stocks in Dow Jones on 2020-01-29 16:15:08.071763
WBA,Dow Jones,Import all stocks in Dow Jones on 2020-01-29 16:15:08.071763
WMT,Dow Jones,Import all stocks in Dow Jones on 2020-01-29 16:15:08.071763
XOM,Dow Jones,Import all stocks in Dow Jones on 2020-01-29 16:15:08.071763
III,FTSE,3i
ADM,FTSE,Admiral Group
AAL,FTSE,Anglo American plc
ANTO,FTSE,Antofagasta
AHT,FTSE,Ashtead Group
ABF,FTSE,Associated British Foods
AZN,FTSE,AstraZeneca
AUTO,FTSE,Auto Trader Group
AVV,FTSE,Aveva
AV.,FTSE,Aviva
BA.,FTSE,BAE Systems
BARC,FTSE,Barclays
BDEV,FTSE,Barratt Developments
BKG,FTSE,Berkeley Group Holdings
BHP,FTSE,BHP
BP.,FTSE,BP
BATS,FTSE,British American Tobacco
BLND,FTSE,British Land
BT.A,FTSE,BT Group
BNZL,FTSE,Bunzl
BRBY,FTSE,Burberry
CCL,FTSE,Carnival Corporation & plc
CNA,FTSE,Centrica
CCH,FTSE,Coca-Cola HBC
CPG,FTSE,Compass Group
CRH,FTSE,CRH plc
CRDA,FTSE,Croda International
DCC,FTSE,DCC plc
DGE,FTSE,Diageo
EZJ,FTSE,EasyJet
EVR,FTSE,Evraz
EXPN,FTSE,Experian
FERG,FTSE,Ferguson plc
FLTR,FTSE,Flutter Entertainment
GSK,FTSE,GlaxoSmithKline
GLEN,FTSE,Glencore
HLMA,FTSE,Halma
HL.,FTSE,Hargreaves Lansdown
HSBA,FTSE,HSBC
HIK,FTSE,Hikma Pharmaceuticals
IMB,FTSE,Imperial Brands
INF,FTSE,Informa
IHG,FTSE,InterContinental Hotels Group
IAG,FTSE,International Airlines Group
ITRK,FTSE,Intertek
ITV,FTSE,ITV plc
JD.,FTSE,JD Sports
JMAT,FTSE,Johnson Matthey
JE.,FTSE,Just Eat
KGF,FTSE,Kingfisher plc
LAND,FTSE,Land Securities
LGEN,FTSE,Legal & General
LLOY,FTSE,Lloyds Banking Group
LSE,FTSE,London Stock Exchange Group
MNG,FTSE,M&G
MGGT,FTSE,Meggitt
MRO,FTSE,Melrose Industries
MNDI,FTSE,Mondi
MRW,FTSE,Morrisons
NG.,FTSE,National Grid plc
NXT,FTSE,Next plc
NMC,FTSE,NMC Health
OCDO,FTSE,Ocado
PSON,FTSE,Pearson plc
PSN,FTSE,Persimmon plc
PHNX,FTSE,Phoenix Group
POLY,FTSE,Polymetal International
PRU,FTSE,Prudential plc
RB.,FTSE,Reckitt Benckiser
REL,FTSE,RELX
RTO,FTSE,Rentokil Initial
RIO,FTSE,Rio Tinto Group
RMV,FTSE,Rightmove
RR.,FTSE,Rolls-Royce Holdings
RBS,FTSE,Royal Bank of Scotland Group
RDSA,FTSE,Royal Dutch Shell
RSA,FTSE,RSA Insurance Group
SGE,FTSE,Sage Group
SBRY,FTSE,Sainsbury's
SDR,FTSE,Schroders
SMT,FTSE,Scottish Mortgage Investment Trust
SGRO,FTSE,Segro
SVT,FTSE,Severn Trent
SN.,FTSE,Smith & Nephew
SMDS,FTSE,DS Smith
SMIN,FTSE,Smiths Group
SKG,FTSE,Smurfit Kappa
SPX,FTSE,Spirax-Sarco Engineering
SSE,FTSE,SSE plc
STAN,FTSE,Standard Chartered
SLA,FTSE,Standard Life Aberdeen
STJ,FTSE,St. James's Place plc
TW.,FTSE,Taylor Wimpey
TSCO,FTSE,Tesco
TUI,FTSE,TUI Group
ULVR,FTSE,Unilever
UU.,FTSE,United Utilities
VOD,FTSE,Vodafone Group
WTB,FTSE,Whitbread
WPP,FTSE,WPP plc
AAPL,IXIC,Apple Inc
MSFT,IXIC,Microsoft Corp
AMZN,IXIC,Amazon.com Inc
FB,IXIC,Facebook Inc
GOOG,IXIC,Alphabet Inc
GOOGL,IXIC,Alphabet Inc
INTC,IXIC,Intel Corp
CSCO,IXIC,Cisco Systems Inc
CMCSA,IXIC,Comcast Corp
PEP,IXIC,PepsiCo Inc
ADBE,IXIC,Adobe Inc
NFLX,IXIC,Netflix Inc
NVDA,IXIC,NVIDIA Corp
COST,IXIC,Costco Wholesale Corp
PYPL,IXIC,PayPal Holdings Inc
AMGN,IXIC,Amgen Inc
AVGO,IXIC,Broadcom Inc
TXN,IXIC,Texas Instruments Inc
CHTR,IXIC,Charter Communications Inc
SBUX,IXIC,Starbucks Corp
TSLA,IXIC,Tesla Inc
QCOM,IXIC,QUALCOMM Inc
FISV,IXIC,Fiserv Inc
GILD,IXIC,Gilead Sciences Inc
BKNG,IXIC,Booking Holdings Inc
MDLZ,IXIC,Mondelez International Inc
ADP,IXIC,Automatic Data Processing Inc
INTU,IXIC,Intuit Inc
TMUS,IXIC,T-Mobile US Inc
ISRG,IXIC,Intuitive Surgical Inc
MU,IXIC,Micron Technology Inc
VRTX,IXIC,Vertex Pharmaceuticals Inc
CSX,IXIC,CSX Corp
AMD,IXIC,Advanced Micro Devices Inc
AMAT,IXIC,Applied Materials Inc
BIIB,IXIC,Biogen Inc
WBA,IXIC,Walgreens Boots Alliance Inc
EXC,IXIC,Exelon Corp
ILMN,IXIC,Illumina Inc
MAR,IXIC,Marriott International Inc/MD
ATVI,IXIC,Activision Blizzard Inc
ADSK,IXIC,Autodesk Inc
LRCX,IXIC,Lam Research Corp
ADI,IXIC,Analog Devices Inc
ROST,IXIC,Ross Stores Inc
REGN,IXIC,Regeneron Pharmaceuticals Inc
NXPI,IXIC,NXP Semiconductors NV
KHC,IXIC,Kraft Heinz Co/The
XEL,IXIC,Xcel Energy Inc
JD,IXIC,JD.com Inc ADR
MNST,IXIC,Monster Beverage Corp
BIDU,IXIC,Baidu Inc ADR
CTSH,IXIC,Cognizant Technology Solutions Corp
MELI,IXIC,MercadoLibre Inc
EA,IXIC,Electronic Arts Inc
ORLY,IXIC,O'Reilly Automotive Inc
PAYX,IXIC,Paychex Inc
SIRI,IXIC,Sirius XM Holdings Inc
WDAY,IXIC,Workday Inc
EBAY,IXIC,eBay Inc
LULU,IXIC,Lululemon Athletica Inc
CTAS,IXIC,Cintas Corp
KLAC,IXIC,KLA Corp
WLTW,IXIC,Willis Towers Watson PLC
VRSK,IXIC,Verisk Analytics Inc
PCAR,IXIC,PACCAR Inc
MCHP,IXIC,Microchip Technology Inc
XLNX,IXIC,Xilinx Inc
VRSN,IXIC,VeriSign Inc
CSGP,IXIC,CoStar Group Inc
NTES,IXIC,NetEase Inc ADR
IDXX,IXIC,IDEXX Laboratories Inc
ALXN,IXIC,Alexion Pharmaceuticals Inc
SPLK,IXIC,Splunk Inc
CPRT,IXIC,Copart Inc
ANSS,IXIC,ANSYS Inc
CERN,IXIC,Cerner Corp
SNPS,IXIC,Synopsys Inc
ASML,IXIC,ASML Holding NV
ALGN,IXIC,Align Technology Inc
CDNS,IXIC,Cadence Design Systems Inc
DLTR,IXIC,Dollar Tree Inc
FAST,IXIC,Fastenal Co
SWKS,IXIC,Skyworks Solutions Inc
WDC,IXIC,Western Digital Corp
CDW,IXIC,CDW Corp/DE
UAL,IXIC,United Airlines Holdings Inc
SGEN,IXIC,Seattle Genetics Inc
CHKP,IXIC,Check Point Software Technologies Ltd
TCOM,IXIC,Trip.com Group Ltd ADR
MXIM,IXIC,Maxim Integrated Products Inc
INCY,IXIC,Incyte Corp
CTXS,IXIC,Citrix Systems Inc
ULTA,IXIC,Ulta Beauty Inc
BMRN,IXIC,BioMarin Pharmaceutical Inc
EXPE,IXIC,Expedia Group Inc
TTWO,IXIC,Take-Two Interactive Software Inc
FOXA,IXIC,Fox Corp
NTAP,IXIC,NetApp Inc
AAL,IXIC,American Airlines Group Inc
FOX,IXIC,Fox Corp
LBTYK,IXIC,Liberty Global PLC
LBTYA,IXIC,Liberty Global PLC
6857.T,N225,Electric Appliances
8267.T,N225,Retail Trade
5201.T,N225,Glass & Ceramics Products
2802.T,N225,Foods
6770.T,N225,Electric Appliances
6113.T,N225,Machinery
9202.T,N225,Air Transportation
8304.T,N225,Banks
2502.T,N225,Foods
3407.T,N225,Chemicals
4503.T,N225,Pharmaceutical
7832.T,N225,Other Products
5108.T,N225,Rubber Products
7751.T,N225,Electric Appliances
MSJP.T,N225,Other
6952.T,N225,Electric Appliances
9022.T,N225,Land Transportation
8331.T,N225,Banks
9502.T,N225,Electric Power & Gas
4519.T,N225,Pharmaceutical
7762.T,N225,Precision Instruments
1721.T,N225,Construction
7186.T,N225,Banks
8253.T,N225,Other Financing Business
4751.T,N225,Services
7912.T,N225,Other Products
8750.T,N225,Insurance
4568.T,N225,Pharmaceutical
6367.T,N225,Machinery
4506.T,N225,Pharmaceutical
1925.T,N225,Construction
8601.T,N225,Securities
2432.T,N225,Services
4061.T,N225,Chemicals
6902.T,N225,Transportation Equipment
4324.T,N225,Services
4631.T,N225,Chemicals
5714.T,N225,Nonferrous Metal
9020.T,N225,Land Transportation
6361.T,N225,Machinery
4523.T,N225,Pharmaceutical
8028.T,N225,Retail Trade
6954.T,N225,Electric Appliances
9983.T,N225,Retail Trade
6504.T,N225,Electric Appliances
4901.T,N225,Chemicals
5803.T,N225,Nonferrous Metal
6702.T,N225,Electric Appliances
8354.T,N225,Banks
5801.T,N225,Nonferrous Metal
6674.T,N225,Electric Appliances
1808.T,N225,Construction
7205.T,N225,Transportation Equipment
6305.T,N225,Machinery
6501.T,N225,Electric Appliances
7004.T,N225,Machinery
7267.T,N225,Transportation Equipment
5019.T,N225,Oil & Coal Products
7013.T,N225,Machinery
1605.T,N225,Mining
3099.T,N225,Retail Trade
7202.T,N225,Transportation Equipment
8001.T,N225,Wholesale Trade
3086.T,N225,Retail Trade
6178.T,N225,Services
5631.T,N225,Machinery
2914.T,N225,Foods
5411.T,N225,Iron & Steel
1963.T,N225,Construction
JPY.T,N225,Other
6473.T,N225,Machinery
5020.T,N225,Oil & Coal Products
1812.T,N225,Construction
9503.T,N225,Electric Power & Gas
4452.T,N225,Chemicals
7012.T,N225,Transportation Equipment
9107.T,N225,Marine Transportation
9433.T,N225,Information & Communication
9008.T,N225,Land Transportation
9009.T,N225,Land Transportation
2801.T,N225,Foods
2503.T,N225,Foods
5406.T,N225,Iron & Steel
6301.T,N225,Machinery
9766.T,N225,Information & Communication
4902.T,N225,Electric Appliances
6326.T,N225,Machinery
3405.T,N225,Chemicals
6971.T,N225,Electric Appliances
4151.T,N225,Pharmaceutical
2413.T,N225,Services
8002.T,N225,Wholesale Trade
1333.T,N225,"Fishery, Agriculture & Forestry"
8252.T,N225,Retail Trade
8628.T,N225,Securities
7261.T,N225,Transportation Equipment
2269.T,N225,Foods
6479.T,N225,Electric Appliances
4188.T,N225,Chemicals
8058.T,N225,Wholesale Trade
6503.T,N225,Electric Appliances
8802.T,N225,Real Estate ex REIT
7011.T,N225,Machinery
9301.T,N225,Warehousing & Harbor Transportation Services
5711.T,N225,Nonferrous Metal
7211.T,N225,Transportation Equipment
8306.T,N225,Banks
4183.T,N225,Chemicals
7003.T,N225,Transportation Equipment
8801.T,N225,Real Estate ex REIT
8031.T,N225,Wholesale Trade
5706.T,N225,Nonferrous Metal
9104.T,N225,Marine Transportation
8411.T,N225,Banks
8725.T,N225,Insurance
6701.T,N225,Electric Appliances
5333.T,N225,Glass & Ceramics Products
2282.T,N225,Foods
2871.T,N225,Foods
7731.T,N225,Precision Instruments
5214.T,N225,Glass & Ceramics Products
9062.T,N225,Land Transportation
4272.T,N225,Chemicals
5703.T,N225,Nonferrous Metal
3863.T,N225,Pulp & Paper
5202.T,N225,Glass & Ceramics Products
5401.T,N225,Iron & Steel
1332.T,N225,"Fishery, Agriculture & Forestry"
9432.T,N225,Information & Communication
9101.T,N225,Marine Transportation
4021.T,N225,Chemicals
7201.T,N225,Transportation Equipment
2002.T,N225,Foods
3105.T,N225,Electric Appliances
6988.T,N225,Chemicals
8604.T,N225,Securities
6471.T,N225,Machinery
6472.T,N225,Machinery
9613.T,N225,Information & Communication
9437.T,N225,Information & Communication
1802.T,N225,Construction
9007.T,N225,Land Transportation
3861.T,N225,Pulp & Paper
6703.T,N225,Electric Appliances
6103.T,N225,Machinery
7733.T,N225,Precision Instruments
6645.T,N225,Electric Appliances
9532.T,N225,Electric Power & Gas
4578.T,N225,Pharmaceutical
5541.T,N225,Iron & Steel
6752.T,N225,Electric Appliances
4755.T,N225,Services
6098.T,N225,Services
8308.T,N225,Banks
7752.T,N225,Electric Appliances
2501.T,N225,Foods
7735.T,N225,Electric Appliances
9735.T,N225,Services
6724.T,N225,Electric Appliances
1928.T,N225,Construction
3382.T,N225,Retail Trade
1803.T,N225,Construction
4063.T,N225,Chemicals
8303.T,N225,Banks
4507.T,N225,Pharmaceutical
4911.T,N225,Chemicals
8355.T,N225,Banks
4004.T,N225,Chemicals
9412.T,N225,Information & Communication
9984.T,N225,Information & Communication
2768.T,N225,Wholesale Trade
8630.T,N225,Insurance
6758.T,N225,Electric Appliances
8729.T,N225,Insurance
7270.T,N225,Transportation Equipment
3436.T,N225,Metal Products
4005.T,N225,Chemicals
8053.T,N225,Wholesale Trade
5802.T,N225,Nonferrous Metal
6302.T,N225,Machinery
5713.T,N225,Nonferrous Metal
8316.T,N225,Banks
8309.T,N225,Banks
5232.T,N225,Glass & Ceramics Products
8830.T,N225,Real Estate ex REIT
7269.T,N225,Transportation Equipment
8795.T,N225,Insurance
5233.T,N225,Glass & Ceramics Products
1801.T,N225,Construction
6976.T,N225,Electric Appliances
2531.T,N225,Foods
8233.T,N225,Retail Trade
4502.T,N225,Pharmaceutical
6762.T,N225,Electric Appliances
3401.T,N225,Textiles & Apparel
4543.T,N225,Precision Instruments
9001.T,N225,Land Transportation
9602.T,N225,Information & Communication
5707.T,N225,Nonferrous Metal
5301.T,N225,Glass & Ceramics Products
8766.T,N225,Insurance
4043.T,N225,Chemicals
9501.T,N225,Electric Power & Gas
8035.T,N225,Electric Appliances
9531.T,N225,Electric Power & Gas
8804.T,N225,Real Estate ex REIT
9005.T,N225,Land Transportation
3289.T,N225,Real Estate ex REIT
7911.T,N225,Other Products
3402.T,N225,Textiles & Apparel
4042.T,N225,Chemicals
5332.T,N225,Glass & Ceramics Products
5901.T,N225,Metal Products
3101.T,N225,Textiles & Apparel
7203.T,N225,Transportation Equipment
8015.T,N225,Wholesale Trade
4704.T,N225,Information & Communication
4208.T,N225,Chemicals
3103.T,N225,Textiles & Apparel
9021.T,N225,Land Transportation
7951.T,N225,Other Products
7272.T,N225,Transportation Equipment
9064.T,N225,Land Transportation
6506.T,N225,Electric Appliances
6841.T,N225,Electric Appliances
5101.T,N225,Rubber Products
4689.T,N225,Information & Communication
A,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AAL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AAP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AAPL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ABBV,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ABC,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ABMD,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ABT,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ACN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADBE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADI,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADM,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADS,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ADSK,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AEE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AEP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AES,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AFL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AGN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AIG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AIV,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AIZ,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AJG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AKAM,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALB,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALGN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALK,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALLE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ALXN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMAT,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMCR,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMD,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AME,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMGN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMT,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AMZN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ANET,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ANSS,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ANTM,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AON,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AOS,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
APA,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
APD,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
APH,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
APTV,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ARE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ARNC,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ATO,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
ATVI,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AVB,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AVGO,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AVY,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AWK,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AXP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
AZO,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BA,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BAC,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BAX,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BBY,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BDX,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BEN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BF.B,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BIIB,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BK,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BKNG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BKR,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BLK,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BLL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BMY,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BR,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BRK.B,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BSX,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BWA,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
BXP,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
C,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CAG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CAH,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CAT,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CB,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CBOE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CBRE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CCI,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CCL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CDNS,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CDW,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CE,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CERN,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CF,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CFG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CHD,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CHRW,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CHTR,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CI,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CINF,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CL,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CLX,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CMA,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CMCSA,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CME,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
CMG,S&P500,Import all stocks in S&P500 on 2020-01-29 16:15:07.716792
